status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4,
61,photo,10/16/2015 21:45,1724,129,105,1724,0,0,0,0,0,,,,,
62,photo,10/12/2015 6:39,2773,8,1,2773,0,0,0,0,0,,,,,
63,status,10/12/2015 2:11,1259,211,78,1259,0,0,0,0,0,,,,,
64,status,10/12/2015 2:09,1270,9,0,1270,0,0,0,0,0,,,,,
65,photo,10/10/2015 3:14,1921,8,0,1921,0,0,0,0,0,,,,,
66,status,10/9/2015 1:37,1164,222,72,1164,0,0,0,0,0,,,,,
67,photo,10/9/2015 0:07,1029,11,1,1029,0,0,0,0,0,,,,,
68,video,10/8/2015 3:43,1197,12,5,1197,0,0,0,0,0,,,,,
69,video,10/8/2015 2:59,951,6,1,951,0,0,0,0,0,,,,,
70,video,10/8/2015 0:50,121,14,11,121,0,0,0,0,0,,,,,
71,status,10/7/2015 23:06,169,10,0,169,0,0,0,0,0,,,,,
72,video,10/7/2015 1:18,2186,14,11,2186,0,0,0,0,0,,,,,
73,video,10/7/2015 1:00,1910,7,0,1910,0,0,0,0,0,,,,,
74,photo,10/5/2015 1:55,1069,20,3,1069,0,0,0,0,0,,,,,
75,status,10/2/2015 9:24,2177,18,0,2177,0,0,0,0,0,,,,,
76,photo,9/28/2015 6:32,1825,13,0,1825,0,0,0,0,0,,,,,
77,photo,9/28/2015 3:26,1880,1,0,1880,0,0,0,0,0,,,,,
78,photo,9/28/2015 0:08,1265,10,0,1265,0,0,0,0,0,,,,,
79,status,9/25/2015 7:44,2297,260,72,2297,0,0,0,0,0,,,,,
80,photo,9/24/2015 2:56,1700,290,87,1700,0,0,0,0,0,,,,,
81,photo,9/24/2015 1:49,976,2,0,976,0,0,0,0,0,,,,,
82,photo,9/23/2015 4:13,1077,21,3,1077,0,0,0,0,0,,,,,
83,status,9/20/2015 22:53,1346,330,72,1346,0,0,0,0,0,,,,,
84,photo,9/20/2015 22:50,1188,14,1,1188,0,0,0,0,0,,,,,
85,status,9/20/2015 21:45,1081,15,2,1081,0,0,0,0,0,,,,,
86,photo,9/16/2015 7:16,1898,28,3,1898,0,0,0,0,0,,,,,
87,video,9/15/2015 12:25,1916,15,19,1916,0,0,0,0,0,,,,,
88,video,9/14/2015 1:43,1092,17,23,1092,0,0,0,0,0,,,,,
89,photo,9/13/2015 1:09,1566,31,2,1566,0,0,0,0,0,,,,,
90,status,9/13/2015 1:08,992,7,0,992,0,0,0,0,0,,,,,
91,status,9/13/2015 1:03,1172,199,62,1172,0,0,0,0,0,,,,,
92,video,9/13/2015 0:24,1646,12,14,1646,0,0,0,0,0,,,,,
93,photo,9/12/2015 2:39,1966,23,2,1966,0,0,0,0,0,,,,,
94,video,9/12/2015 2:19,2020,12,26,2020,0,0,0,0,0,,,,,
95,photo,9/11/2015 10:15,2055,29,2,2055,0,0,0,0,0,,,,,
96,photo,9/11/2015 1:17,1830,15,0,1830,0,0,0,0,0,,,,,
97,status,9/10/2015 5:22,2244,11,0,2244,0,0,0,0,0,,,,,
98,photo,9/10/2015 4:53,1128,10,8,1128,0,0,0,0,0,,,,,
99,photo,9/10/2015 1:21,1842,286,106,1842,0,0,0,0,0,,,,,
100,photo,9/7/2015 22:14,2606,13,1,2606,0,0,0,0,0,,,,,
101,photo,9/5/2015 2:57,2153,44,10,2153,0,0,0,0,0,,,,,
102,photo,9/4/2015 0:58,2042,225,76,2042,0,0,0,0,0,,,,,
103,photo,9/1/2015 0:26,1125,363,122,1125,0,0,0,0,0,,,,,
104,photo,8/30/2015 3:46,2098,32,1,2098,0,0,0,0,0,,,,,
105,photo,8/30/2015 0:16,1956,17,1,1956,0,0,0,0,0,,,,,
106,photo,8/29/2015 23:40,2444,24,1,2444,0,0,0,0,0,,,,,
107,photo,8/29/2015 10:11,1803,10,0,1803,0,0,0,0,0,,,,,
108,status,8/29/2015 2:39,1042,8,0,1042,0,0,0,0,0,,,,,
109,photo,8/28/2015 23:39,1231,27,1,1231,0,0,0,0,0,,,,,
110,photo,8/27/2015 4:47,2045,25,5,2045,0,0,0,0,0,,,,,
111,video,8/27/2015 3:05,1915,74,103,1915,0,0,0,0,0,,,,,
112,photo,8/27/2015 0:19,1995,21,8,1995,0,0,0,0,0,,,,,
113,photo,8/26/2015 23:28,2183,56,14,2183,0,0,0,0,0,,,,,
114,photo,8/26/2015 3:58,1140,297,92,1140,0,0,0,0,0,,,,,
115,photo,8/25/2015 0:26,1805,15,0,1805,0,0,0,0,0,,,,,
116,photo,8/25/2015 0:13,1962,354,119,1962,0,0,0,0,0,,,,,
117,link,8/19/2015 20:38,1933,8,0,1933,0,0,0,0,0,,,,,
118,photo,8/16/2015 11:39,2636,16,0,2636,0,0,0,0,0,,,,,
119,photo,8/14/2015 23:34,2264,284,78,2264,0,0,0,0,0,,,,,
120,photo,8/12/2015 5:28,2606,2,0,2606,0,0,0,0,0,,,,,
121,photo,8/7/2015 22:40,1618,13,0,1618,0,0,0,0,0,,,,,
122,photo,8/7/2015 6:22,2947,14,0,2947,0,0,0,0,0,,,,,
123,photo,8/6/2015 22:32,2062,206,64,2062,0,0,0,0,0,,,,,
124,status,8/6/2015 3:48,1987,13,0,1987,0,0,0,0,0,,,,,
125,photo,8/5/2015 6:29,2265,8,0,2265,0,0,0,0,0,,,,,
126,video,8/4/2015 7:40,1249,0,0,1249,0,0,0,0,0,,,,,
127,photo,8/3/2015 4:10,2791,10,0,2791,0,0,0,0,0,,,,,
128,link,8/2/2015 4:45,2214,1,0,2214,0,0,0,0,0,,,,,
129,photo,8/1/2015 22:40,2620,4,41,2620,0,0,0,0,0,,,,,
130,video,8/1/2015 1:59,2025,7,4,2025,0,0,0,0,0,,,,,
131,status,7/29/2015 2:57,1968,6,1,1968,0,0,0,0,0,,,,,
132,photo,7/29/2015 1:11,2204,8,0,2204,0,0,0,0,0,,,,,
133,photo,7/19/2015 4:41,2211,361,93,2211,0,0,0,0,0,,,,,
134,photo,7/16/2015 2:37,2399,11,0,2399,0,0,0,0,0,,,,,
135,photo,7/16/2015 1:49,2260,390,122,2260,0,0,0,0,0,,,,,
136,status,7/15/2015 3:14,1977,10,0,1977,0,0,0,0,0,,,,,
137,photo,7/14/2015 1:21,2348,12,0,2348,0,0,0,0,0,,,,,
138,photo,7/9/2015 21:58,2489,32,0,2489,0,0,0,0,0,,,,,
139,photo,7/9/2015 21:57,2293,7,0,2293,0,0,0,0,0,,,,,
140,photo,7/9/2015 3:55,2221,10,0,2221,0,0,0,0,0,,,,,
141,photo,7/6/2015 22:35,2314,509,35,2314,0,0,0,0,0,,,,,
142,photo,7/6/2015 2:56,1279,11,0,1279,0,0,0,0,0,,,,,
143,photo,7/5/2015 0:51,2404,11,0,2404,0,0,0,0,0,,,,,
144,status,7/4/2015 0:48,2010,32,0,2010,0,0,0,0,0,,,,,
145,photo,7/1/2015 8:18,1191,22,2,1191,0,0,0,0,0,,,,,
146,photo,6/29/2015 23:44,1392,10,0,1392,0,0,0,0,0,,,,,
147,video,6/26/2015 1:46,2204,10,9,2204,0,0,0,0,0,,,,,
148,status,6/26/2015 1:11,1929,17,1,1929,0,0,0,0,0,,,,,
149,photo,6/25/2015 23:26,7,0,2,7,0,0,0,0,0,,,,,
150,photo,6/25/2015 7:51,12,1,0,12,0,0,0,0,0,,,,,
151,photo,6/25/2015 4:53,3,0,2,3,0,0,0,0,0,,,,,
152,status,6/24/2015 4:00,2303,21,5,2303,0,0,0,0,0,,,,,
153,video,6/23/2015 4:35,1926,4,15,1926,0,0,0,0,0,,,,,
154,video,6/22/2015 0:24,2288,5,7,2288,0,0,0,0,0,,,,,
155,status,6/21/2015 23:59,2419,15,14,2419,0,0,0,0,0,,,,,
156,status,6/21/2015 23:42,2297,14,0,2297,0,0,0,0,0,,,,,
157,status,6/21/2015 22:22,1888,15,0,1888,0,0,0,0,0,,,,,
158,video,6/21/2015 1:06,2033,11,12,2033,0,0,0,0,0,,,,,
159,photo,6/21/2015 1:01,2414,22,0,2414,0,0,0,0,0,,,,,
160,video,6/20/2015 2:48,1982,12,1,1982,0,0,0,0,0,,,,,
161,status,6/20/2015 1:16,2223,13,1,2223,0,0,0,0,0,,,,,
162,photo,6/20/2015 0:38,2341,18,0,2341,0,0,0,0,0,,,,,
163,status,6/19/2015 0:39,2101,7,2,2101,0,0,0,0,0,,,,,
164,video,6/18/2015 3:39,2201,2,1,2201,0,0,0,0,0,,,,,
165,video,6/18/2015 1:32,2020,4,12,2020,0,0,0,0,0,,,,,
166,link,6/17/2015 4:21,1940,70,12,1940,0,0,0,0,0,,,,,
167,photo,6/16/2015 23:41,2071,12,0,2071,0,0,0,0,0,,,,,
168,photo,6/14/2015 22:23,2080,32,2,2080,0,0,0,0,0,,,,,
169,photo,6/12/2015 9:02,2382,17,0,2382,0,0,0,0,0,,,,,
170,video,6/10/2015 9:00,2259,5,8,2259,0,0,0,0,0,,,,,
171,video,6/10/2015 9:00,55,2,9,55,0,0,0,0,0,,,,,
172,photo,6/10/2015 4:57,2242,7,6,2242,0,0,0,0,0,,,,,
173,photo,6/8/2015 11:00,2028,16,0,2028,0,0,0,0,0,,,,,
174,video,6/8/2015 5:05,2300,1,6,2300,0,0,0,0,0,,,,,
175,photo,6/7/2015 5:23,6,0,1,6,0,0,0,0,0,,,,,
176,video,6/7/2015 3:32,2273,2,6,2273,0,0,0,0,0,,,,,
177,photo,6/5/2015 22:20,2132,36,4,2132,0,0,0,0,0,,,,,
178,photo,6/4/2015 22:40,2074,22,1,2074,0,0,0,0,0,,,,,
179,photo,6/4/2015 22:32,2276,30,1,2276,0,0,0,0,0,,,,,
180,status,6/4/2015 2:18,2319,14,2,2319,0,0,0,0,0,,,,,
181,video,6/3/2015 4:25,2217,3,7,2217,0,0,0,0,0,,,,,
182,video,6/2/2015 4:59,2329,13,18,2329,0,0,0,0,0,,,,,
183,photo,6/2/2015 2:25,2174,18,1,2174,0,0,0,0,0,,,,,
184,video,6/1/2015 3:26,2252,0,1,2252,0,0,0,0,0,,,,,
185,video,5/31/2015 3:21,2251,3,0,2251,0,0,0,0,0,,,,,
186,link,5/22/2015 8:21,1931,26,0,1931,0,0,0,0,0,,,,,
187,photo,5/22/2015 3:11,2095,213,68,2095,0,0,0,0,0,,,,,
188,photo,5/22/2015 3:09,2030,28,0,2030,0,0,0,0,0,,,,,
189,photo,5/21/2015 2:09,2634,449,119,2634,0,0,0,0,0,,,,,
190,link,5/20/2015 8:00,2026,35,1,2026,0,0,0,0,0,,,,,
191,photo,5/20/2015 0:13,2118,6,0,2118,0,0,0,0,0,,,,,
192,photo,5/19/2015 21:42,2112,28,2,2112,0,0,0,0,0,,,,,
193,photo,5/19/2015 6:07,2675,13,0,2675,0,0,0,0,0,,,,,
194,photo,5/18/2015 22:55,2126,11,0,2126,0,0,0,0,0,,,,,
195,video,5/18/2015 6:20,2418,179,48,2418,0,0,0,0,0,,,,,
196,video,5/18/2015 2:43,1892,4,1,1892,0,0,0,0,0,,,,,
197,photo,5/17/2015 6:26,2462,12,0,2462,0,0,0,0,0,,,,,
198,video,5/17/2015 5:33,3639,175,101,3639,0,0,0,0,0,,,,,
199,video,5/17/2015 1:06,270,14,37,270,0,0,0,0,0,,,,,
200,photo,5/17/2015 0:47,380,24,3,380,0,0,0,0,0,,,,,
201,status,5/16/2015 9:52,421,16,0,421,0,0,0,0,0,,,,,
202,photo,5/12/2015 5:51,2253,8,0,2253,0,0,0,0,0,,,,,
203,photo,5/12/2015 5:51,2346,7,1,2346,0,0,0,0,0,,,,,
204,video,5/10/2015 22:40,2999,281,87,2999,0,0,0,0,0,,,,,
205,video,5/9/2015 1:28,1904,5,1,1904,0,0,0,0,0,,,,,
206,photo,5/8/2015 4:21,2402,4,0,2402,0,0,0,0,0,,,,,
207,photo,5/6/2015 22:07,2239,42,2,2239,0,0,0,0,0,,,,,
208,status,5/6/2015 5:14,2332,46,0,2332,0,0,0,0,0,,,,,
209,video,4/24/2015 4:26,2374,8,9,2374,0,0,0,0,0,,,,,
210,photo,4/23/2015 21:45,2492,10,0,2492,0,0,0,0,0,,,,,
211,status,4/23/2015 9:05,2072,22,1,2072,0,0,0,0,0,,,,,
212,photo,4/23/2015 3:30,2826,21,0,2826,0,0,0,0,0,,,,,
213,photo,4/23/2015 3:25,2032,3,0,2032,0,0,0,0,0,,,,,
214,photo,4/23/2015 3:23,2154,6,2,2154,0,0,0,0,0,,,,,
215,photo,4/23/2015 3:21,1997,3,1,1997,0,0,0,0,0,,,,,
216,photo,4/14/2015 6:10,2320,7,0,2320,0,0,0,0,0,,,,,
217,photo,4/12/2015 13:53,2190,10,0,2190,0,0,0,0,0,,,,,
218,photo,4/10/2015 9:04,2545,14,3,2545,0,0,0,0,0,,,,,
219,photo,4/10/2015 7:55,2452,8,0,2452,0,0,0,0,0,,,,,
220,photo,4/10/2015 6:31,4710,50,1,4710,0,0,0,0,0,,,,,
221,photo,4/10/2015 6:07,2549,8,0,2549,0,0,0,0,0,,,,,
222,photo,4/7/2015 22:48,3190,19,1,3190,0,0,0,0,0,,,,,
223,photo,4/7/2015 22:40,3510,12,0,3510,0,0,0,0,0,,,,,
224,photo,4/7/2015 5:57,2255,10,2,2255,0,0,0,0,0,,,,,
225,photo,4/7/2015 5:56,2309,5,1,2309,0,0,0,0,0,,,,,
226,photo,4/6/2015 21:54,2051,7,2,2051,0,0,0,0,0,,,,,
227,photo,4/3/2015 22:31,2350,11,0,2350,0,0,0,0,0,,,,,
228,video,3/25/2015 3:09,2105,19,1,2105,0,0,0,0,0,,,,,
229,status,3/25/2015 0:46,2291,108,0,2291,0,0,0,0,0,,,,,
230,photo,3/24/2015 0:05,2349,53,4,2349,0,0,0,0,0,,,,,
231,photo,3/22/2015 4:53,2157,19,0,2157,0,0,0,0,0,,,,,
232,photo,3/21/2015 22:09,2151,4,1,2151,0,0,0,0,0,,,,,
233,photo,3/21/2015 4:15,2615,23,0,2615,0,0,0,0,0,,,,,
234,status,3/20/2015 0:04,2148,32,1,2148,0,0,0,0,0,,,,,
235,photo,3/13/2015 20:58,3115,24,0,3115,0,0,0,0,0,,,,,
236,photo,3/12/2015 9:39,1302,16,0,1302,0,0,0,0,0,,,,,
237,photo,3/11/2015 22:40,1815,12,0,1815,0,0,0,0,0,,,,,
238,photo,3/11/2015 4:27,1379,20,0,1379,0,0,0,0,0,,,,,
239,link,3/10/2015 20:50,1169,3,26,1169,0,0,0,0,0,,,,,
240,photo,3/9/2015 9:25,1509,26,2,1509,0,0,0,0,0,,,,,
241,photo,3/9/2015 8:31,956,6,0,956,0,0,0,0,0,,,,,
242,photo,3/7/2015 22:53,1220,10,0,1220,0,0,0,0,0,,,,,
243,photo,3/1/2015 23:17,1601,38,2,1601,0,0,0,0,0,,,,,
244,status,2/28/2015 3:58,1496,85,0,1496,0,0,0,0,0,,,,,
245,video,2/28/2015 3:41,1103,24,18,1103,0,0,0,0,0,,,,,
246,status,2/27/2015 23:42,1526,14,0,1526,0,0,0,0,0,,,,,
247,photo,2/26/2015 22:49,1159,32,4,1159,0,0,0,0,0,,,,,
248,link,2/24/2015 7:19,1010,14,4,1010,0,0,0,0,0,,,,,
249,photo,2/20/2015 12:04,1182,29,5,1182,0,0,0,0,0,,,,,
250,photo,2/19/2015 6:01,1428,11,1,1428,0,0,0,0,0,,,,,
251,photo,2/19/2015 6:00,1473,12,1,1473,0,0,0,0,0,,,,,
252,photo,2/19/2015 1:40,1180,5,0,1180,0,0,0,0,0,,,,,
253,photo,2/18/2015 23:59,1864,9,0,1864,0,0,0,0,0,,,,,
254,link,2/18/2015 20:53,1032,9,0,1032,0,0,0,0,0,,,,,
255,photo,2/18/2015 0:48,1630,15,1,1630,0,0,0,0,0,,,,,
256,photo,2/15/2015 23:12,545,13,0,545,0,0,0,0,0,,,,,
257,photo,2/15/2015 3:16,1193,38,5,1193,0,0,0,0,0,,,,,
258,photo,2/14/2015 23:20,1477,11,1,1477,0,0,0,0,0,,,,,
259,photo,2/14/2015 13:29,1272,7,1,1272,0,0,0,0,0,,,,,
260,photo,2/13/2015 22:50,1238,21,0,1238,0,0,0,0,0,,,,,
261,photo,2/13/2015 4:34,1500,13,1,1500,0,0,0,0,0,,,,,
262,status,2/13/2015 2:47,1917,58,8,1917,0,0,0,0,0,,,,,
263,photo,2/11/2015 22:18,1126,66,6,1126,0,0,0,0,0,,,,,
264,photo,2/9/2015 9:36,1246,41,3,1246,0,0,0,0,0,,,,,
265,photo,2/8/2015 5:35,1540,25,2,1540,0,0,0,0,0,,,,,
266,photo,2/2/2015 4:10,1282,35,4,1282,0,0,0,0,0,,,,,
267,photo,2/1/2015 3:14,1253,42,6,1253,0,0,0,0,0,,,,,
268,photo,1/31/2015 23:55,1484,44,3,1484,0,0,0,0,0,,,,,
269,photo,1/29/2015 22:47,1445,40,3,1445,0,0,0,0,0,,,,,
270,link,1/29/2015 22:27,1132,16,8,1132,0,0,0,0,0,,,,,
271,photo,1/26/2015 22:55,1610,55,8,1610,0,0,0,0,0,,,,,
272,video,1/26/2015 6:02,1714,36,9,1714,0,0,0,0,0,,,,,
273,video,1/25/2015 3:42,2785,26,1,2785,0,0,0,0,0,,,,,
274,photo,1/24/2015 23:02,1884,17,2,1884,0,0,0,0,0,,,,,
275,status,1/24/2015 23:01,1667,6,0,1667,0,0,0,0,0,,,,,
276,video,1/23/2015 23:14,1204,9,5,1204,0,0,0,0,0,,,,,
277,link,1/23/2015 19:58,1182,0,0,1182,0,0,0,0,0,,,,,
278,link,1/23/2015 9:48,1212,7,1,1212,0,0,0,0,0,,,,,
279,photo,1/23/2015 8:27,2674,24,1,2674,0,0,0,0,0,,,,,
280,photo,1/22/2015 5:38,2054,21,3,2054,0,0,0,0,0,,,,,
281,photo,1/19/2015 0:45,1469,51,4,1469,0,0,0,0,0,,,,,
282,photo,1/19/2015 0:43,1668,10,1,1668,0,0,0,0,0,,,,,
283,photo,1/18/2015 22:12,2000,9,1,2000,0,0,0,0,0,,,,,
284,photo,1/18/2015 4:30,1497,11,0,1497,0,0,0,0,0,,,,,
285,link,1/17/2015 12:02,1342,4,0,1342,0,0,0,0,0,,,,,
286,photo,1/15/2015 23:09,1268,6,0,1268,0,0,0,0,0,,,,,
287,photo,1/15/2015 23:07,1428,8,0,1428,0,0,0,0,0,,,,,
288,photo,1/14/2015 8:17,1492,5,0,1492,0,0,0,0,0,,,,,
289,video,1/13/2015 5:58,2621,122,98,2621,0,0,0,0,0,,,,,
290,video,1/13/2015 0:12,1277,14,29,1277,0,0,0,0,0,,,,,
291,photo,1/12/2015 0:03,1833,30,0,1833,0,0,0,0,0,,,,,
292,status,1/11/2015 4:52,2149,37,0,2149,0,0,0,0,0,,,,,
293,photo,1/10/2015 23:32,1562,46,9,1562,0,0,0,0,0,,,,,
294,status,1/10/2015 23:09,98,3,1,98,0,0,0,0,0,,,,,
295,status,1/10/2015 22:22,264,43,0,264,0,0,0,0,0,,,,,
296,photo,1/10/2015 5:21,1253,13,4,1253,0,0,0,0,0,,,,,
297,photo,1/10/2015 5:05,1300,18,1,1300,0,0,0,0,0,,,,,
298,photo,1/9/2015 23:53,1451,8,0,1451,0,0,0,0,0,,,,,
299,link,1/7/2015 2:59,1444,6,1,1444,0,0,0,0,0,,,,,
300,link,1/7/2015 2:59,1182,0,0,1182,0,0,0,0,0,,,,,
301,photo,1/7/2015 2:03,366,28,5,366,0,0,0,0,0,,,,,
302,photo,1/2/2015 23:16,1424,6,0,1424,0,0,0,0,0,,,,,
303,video,1/2/2015 3:41,1294,23,47,1294,0,0,0,0,0,,,,,
304,video,12/10/2014 7:42,1501,113,38,1501,0,0,0,0,0,,,,,
